Sentiment,Text,Clean text
0,"Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong wkwkwk ??",mending lihat dek molen biarpun cowok tetapi cuantik tidak kayak cewek tetapi malah kayak bencong wkwk
0,bencong rombeng.menjijikan!!!gay jg.,bencong rombeng jijik gay jg
0,"Orang gila itu ???? pengen HITZ cri tenar rela dipenjara? Cari sensasi settingan supaya beken smpe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???",orang gila ingin hitz cari tenar rela penjara cari sensasi ting beken sampai hina org astagfirullah kaya austria press agentur sih orang kayak mulut nya komisi yudisial sampah ga sekolah ya
0,Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh,cowok macam anjing cuihhh orang kayak pernah koar gue orang merah muda kayak dunia karena semua orang tau kalau orang kaya orang kayak malahn perilaku mana orang sederhana buat austria press agentur pamer kaya dunia akhirat mampus kamu harta tidak akan bawa mati pants daerah istimewa buang laut kamu orang paling aneh
0,"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",cari sensasi tenar terus banya folowers nya tidak begitu begitu juga kalee darar orang tres bicara saja lepot tidak jelas gt kamfungan
0,ngomong aja belepotan banyak gaya lu bencong,bicara saja lepot banyak gaya kamu bencong
0,Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,orang banyak makan tai gin otak sudah penuh sama tai jadi tidak pikir positif dari cara bicara saja tidak moral dasar kaum laknat banci anjing banyak burit sih kamu jadi stres manusia ogah jumpa sama kamu anjing cuma anjing yang mau ketemu sama kamu taik
0,Sikat abiss lahh orng2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. Jgn mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÖ,sikat habis lah orang sial kayak gin pimpin negara sendiri tidak hormatin jangan mentang bapak presiden terlalu baik jadi sembarangin marah tidak hina pimpin kita sendiri harap segera tindak hukum orang ini
0,Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,jijik banget lihat tingkah sih upil ini mudah cepat tidur lama
0,"WONG EDAN NIH ORANG, UDH MAKAN UANG RAKYAT TIDUR PULA",orang edan nih orang sudah makan uang rakyat tidur
0,"Manusia laknat, matinya di apain ya",manusia laknat mati apa
0,Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,sakit otak sama hati adalah dia sudah tidak nurani urat malu pajak lah ngegaji orang gila hormat
0,Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,anak babi bangsat ingin sumpel timah panas congor kamu biar modar
0,Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,ingin sumpel timah panas congor sih anak babi pesek buruk rupa
0,Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,he anak bangsat babi pesek buruk rupa keriting ken penggal leher kamu sampai putus lumayan buat makan buaya
0,"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",ratu rebut laki orang jagat raya mana lonte tidak punya malu yang rasa lonte daerah istimewa sini punya malu sedikit
0,Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,wah mah temu buah ranum buah busuk dah tau dong yang busuk yang manah mentok adalah begitu saja kalau pelakor
0,"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",ah manda adalah gatel tidak lihat cowok sedikit langsung sosor bego saja yang mau sama manda kegatelan jadi cewek
0,"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",sih amanda muka tante umur baru berapa tetapi muka boros banget dasar cabe jujur gue adalah tidak suka sama nih haltis
0,"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",astagah suka sama cewek dekil mel ibarat nagita turun att nagita kayak emas att kayak barlen
0,Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah  <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,alah laki laki jaman sekarang sama aja sama sama bejat mau ustad kayak bukan kayak gila banget sama perempuan yang bukan istri aku tuju banget sama yang bilang ustazah username masuk surga bukan karena poligami masih banyak yang buat bisa jadi akhlak baik bisa masuk surga ya moga saja sih perempuan perempuan rebut laki orang daerah istimewa luar syrian arab news agency dapat azab yang tidak ampun hidup tidak bakal selamat dunia akhirat
0,Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,gilaaaaa rebut laki orang banyak banget laki gatal banyak alas poligam woiii pikir pakai otak aduh pikir orang pintar tau agama mana baik mana buruk allah uji setia nafsu eh malah kayak gtu sakit istri sama saja tutup pintu rejekimu anak istri kamu korban bagai orang imam keluarga telah gagal mmpertahankan rumah tangga coreng nama baik nya sndiri semua orang suka sekarang benci sama dia sama
0,"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <USERNAME>",biasa kalau rebut laki orang banyak lebih hancur muka istri sah barang bagus cepat laku rebut laki orang jelek laku makanya embat laki orang sudah sama gatal kok cocok wes username
0,"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",lama ilfeel deh sama nih ertong caption ig cerita nya bicara orang mlu orang kan jadi ambigu nilai sih ampere sih b sih c sudah begitu kayak paling zholimi salahinnya depan lawan dong jangan bicara status ah kata nya dewasa
0," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",username lagi pikir manusia bodoh eh tante ibu oma empo otak kamu picik banget ya juga manusi biasa larang memang dunia orang larang ngungkapin unek bodoh human
0,"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",heran deh yang maki sih via bawa asa wajar lah dese bawa asa udin muak sama orang yang munafik sok an baik sama dese lah austria press agentur kabar yang sering bawa asa sama laki orang tidak sadar diri international telecommunication union puja att bukan gotong royong buat nasihat att malah gila buat muja att mojokin viaa dese manusia kali ah
0," <USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",username yang komen via nyinyir mulu aduh seperti tidak pernah nyinyir orang aja mungkin lebih parah kalau orang sok benar adalah gitu padahal kan media sosial hak dong instagram instagram dia yang penting kan nyinyir tidak pakai instagram sistem informasi
0," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",username lagi pikir manusia bodoh eh tante ibu oma empo otak kamu picik banget ya juga manusi biasa larang memang dunia orang larang ngungkapin unek bodoh human
0, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,username nya cuma maki orang sindir siapa netijen goblok banyak masyako
0," <USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",username cara didik orang tua nagita bagus makanya sangat heran dengan balajaer kan nagita ya yang rugi sama junjunganny kenapa yang benci bodoh banget asli
0," <USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",username padahal kapal motor lebih kampung loh pake kerudung mulut cuih
0,Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,belajaer international telecommunication union austria press agentur ya haha bela artis sampai begitu manusah begoh
0," <USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",username iya banyak arti norak kampyuung coba lihat artis adem ayem lihat isyana lihat agnezmo lihat mbak liaaat jangan lihat saja coba telaah deh kasih tau contoh artis better eh jawab begini cocok lah
0," <USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",username tidak usah sok jadi high class mba lihat komenmu sendiri memang semua artis sama beda mbak yang suka curhat ig yang curhat teman yang curhat tuhan tidak usah terus mulut situ maju dulu otak belakang mikirnya yang curh
0," <USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",username lah goblok amat tidak semua warganet yang kontra sama postingan sih via bakajaer kali mba mas ih goblok kok piara wkwk
0,Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,siapa sih memang artis kok artis indonesia bukan nya urus prestasi malah media sosial nya begini mulu ikat sekretaris indonesia nya jadi jatuh nya kampung
0," <USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",username baru saja kan iya mba austria press agentur kayak agnes mau banyak harga nya tetapi tidak kampung beda active matrix yang
0,Munafik bgt yg ngomong curhat di sosmed kampungan... Gua yakin elu juga kitu keleusss wkkwkww..... Mending mba via dia artis cantik bs nyanyi.. La elu pada? Lbh kampungan wkwkwkwkw!!!!,munafik banget yang bicara curhat media sosial kampung gue yakin kamu kitu keleusss wkkwkww mending mbak via artis cantik bisa nyanyi lah kamu pada lebih kampung wkwkwkwkw
0, <USERNAME>.wawan zzzzz emng ini artis ga punya tmn apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,username wawan zzzzz memang artis tidak punya teman apa sedikit sedikit att haha juga austria press agentur austria press agentur curhat media sosial kampung
0,Lemes ya mulutnya. Berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. Mmmm artis masih kampungan sih ya jadi wajar lah ya ????????,lemas mulut berani lewat ststus sudah begitu tulis sengaja biar tidak baca takut kali labrak mmmm artis kampung sih jadi wajar lah
0, <USERNAME> main main lah ke jawa timur.. Biar ga begok!!,username main main lah jawa timur biar tidak begok
0, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,username nya cuma maki orang sindir siapa netijen goblok banyak masyako
0," <USERNAME> dia udah nunjukin karyanya, situ pny karya apa? Karya nyinyir hidupnya Via?? Tolol ??",username sudah tunjuk karya situ punya karya apa karya nyinyir hidup via tolol
0," <USERNAME> siapa bilang gw fansnya Via?? Duh nantangin gw nih org... anak tolol ank alay, jablay!",username siapa bilang gue fannya via aduh tantang gue nih org anak tolol anak alay jablay
0, <USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,username youtube apa mba aplikasi baru ya saya tau youtube mbak tidak tau austria press agentur orang bisa dapat hasil besar salah satu dari youtube loh mereka juga bayar kalau banyak yang tonton video mreka sekolah yang benar deh mbak biar pinter generasi muda
0,"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",gue suka enggak erti deh yaa kalau via vallen bikin status apa sangkut pautin sama att mulu padahal att nya saja biasa aja fannya sih yang bikin jelek orang kalau sangkut pautin mulu juga lama gerah kali
0,Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas..dioplas mukanya aneh...kyknya gagal oplasnya...,jujur saja nih orang malah bagus tidak oplas ada international telecommunication union foto belum dan oplas dioplas muka aneh kyknya gagal oplasnya
0,Noraaak abiiis... Baru kebeli emas az pamer aplg mainan berlian ciiinnnnn.... ??,noraaak abiiis baru kebel emas az pamer austria press agentur lagi main berlian ciiin
0,Before and after pasca oplas ga ngefek ya.. tetep jelek n serem mukanya..ahahahhaha..,belum and after pasca operasi plastik tidak akibat ya tetap jelek dan seram muka ahahahhaha
0,"Salfok ke mukanya, sumpah jelek... Oplas apaan model begitu... Failed!!!",salah fokus muka sumpah jelek operasi plastik apa model begitu failed
0,Norak bener. Kegaet penjahat baru rasa.,norak bener gaet jahat baru rasa
0,"Najis..,apalagi d philipine biasa bgt kali,d sana aj bangga..jd perusak moral ko bangga..najis banget liatnya.ckp d sini aj komen ny,dia pngn ngetop lwt nitezerrre.....wkwkwk..ngarep laku",najis apalagi daerah istimewa philipine biasa banget kali d syrian arab news agency saja bangga jd usak moral kok bangga najis banget liat ckp daerah istimewa sini saja komen ny dia ingin ngetop lewat nitezerrre wkwkwk ngarep laku
0,Yang gua bingung jujur kenapa media pada rebutan ngeliput ini orang. Kayaknya cuman net doang media informasi yang masih waras,gue bingung jujur media rebut ngeliput orang kayak cuma net doang media informasi masih waras
0,"Bukankah Jedun yg ga becus jadi perempuan terhormat, ga becus jadi perempuan cerdas, ga becus jadi perempuan yg mencari suami sah bukan suami orang, ga becus jadi perempuan yg menghindari narkoba, ga becus jadi perempuan yg menjaga nama baik keluarga... semoga hanya ada satu perempuan yg kayak kamu di dunia ini ya Jedun",bukankah jedun yang tidak becus jadi perempuan hormat tidak becus jadi perempuan cerdas tidak becus jadi perempuan yang cari suami sah bukan suami orang tidak becus jadi perempuan yang hindar narkoba tidak becus jadi perempuan yang jaga nama baik keluarga moga ada satu perempuan yang kayak kamu dunia ya jedun
0,"cewe yg bgni yg hrsnya gosong jd abu aja di kebakaran pabrik yg lg viral kmrn tu. bnr2 slain ga brguna, gda otak.. cm modal ngangkang trs gebet laki org trs bangga.. btw klo emg instastory nya buat nyindir sesebini tua mah. ehhh at least biar ga becus jd prewi tp becus cuii jd emak. buktinya anak nya bejibun trs smua pro ke emaknya drpd bapaknya",cewek yang begini yang harus gosong jadi asi broadcasting union saja bakar pabrik yang lagi viral kemarin tu benar selain tidak brguna enggak ada otak cuma modal kangkang terus gebet laki orang terus bangga by the way kalau memang instagram story nya buat sindir bin tua mah eh advanced technology least biar tidak becus jadi prewi tetapi becus cuii jadi emak bukti anak nya bejibun terus semua pro emaknya daripada bapak
0,"Hahaha..kasian ya...gak becus jadi perem...harus ngerebut laki orang dulu biar dikata ""perempuan""? Dasar perempuan tak sadar diri ente cuy.",hahaha kasi ya gak becus jadi rem harus rebut laki orang dulu biar kata perempuan dasar perempuan tak sadar diri kamu cuy
0,Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,dasar artis abal abal enggk laku layar kaca udh enggk duit kere miskin jadi main k dukun buat minta elmu pelet rebut suami orang yang kaya
0,"ih dia kan paling becus makrum, paling becus ngrebut suami orang hehe????",ih kan paling becus makrum paling becus rebut suami orang hehe
0,Eeee si pelacur. Situ becus jd brempuan emang? Becus jadi sampah sih iya. Edeuuuuuh lonte lonte,eeee sih lacur situ becus jadi brempuan emang becus jadi sampah sih iya edeuuuuuh lonte lonte
0,"Biarin,,,puas puasin mumpung deseu masih brasa muda. Ntar klo dah tua juga nyaho! Karma itu ada.",biarin puas puas mumpung deseu asa muda nanti kalau sudah tua nyaho koalisi aksi reformasi mahasiswa aceh ada
0,Dia ini punya anak perempuan lho. Ibu macam apa contohin jelek ke anaknya. Jauh dari kata BECUS ini perempuan. Amit amit...,punya anak perempuan lho ibu macam austria press agentur contohin jelek anak jauh kata becus ikat notaris indonesia perempuan amit amit
0,Kaya becus aja jd permpuan dia yng g becus jd perempuan ko sukanya sm laki orng heheh,kayak becus saja jadi permpuan yang tidak becus jadi perempuan kok suka sama laki orang hehe
0,Yg gk becus tuh loh jedun...hidup nya cuma bisanya ngerusak kbhgiaan org lain .mau hidup serba mewah tp g mau krja mlh morotin laki org..karma psti akn mnghampirimu????????,yang tidak becus international telecommunication union lah jedun hidup nya cuma bisa rusak kbhgiaan orang mau hidup serba mewah tetapi tidak mau kerja malah morotin laki org karma pasti akan mnghampirimu
0,Gue gak suka sm ni orang. Idupnya kebanyakan ribut.,gue tidak suka sama nih orang hidup banyak ribut
0,Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,dasar artis abal abal enggk laku layar kaca udh enggk duit kere miskin jadi main k dukun buat minta elmu pelet rebut suami orang yang kaya
0,"Yg nama ny plagiat ya plagiat, walaupun laku tp tetep ajah ciptaan dri hasil plagiat..wkwkwkwk gua mah ogah dwngerin ajah udh pngen muntah",yang nama nya plagiat plagiat walaupun laku tetapi tetap saja cipta dari hasil plagiat wkwkwkwk gue adalah ogah dwngerin saja sudah ingin muntah
0,"Dasar plagiat semuanya, ga bisa kreatip.memalukab bgt",dasar plagiat semua tidak kreatip memalukab banget
